Sr .no,imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Product ID,Price,Product Name,Link,Colors Available,full_text,reply_count,retweet_count,favorite_count,created_at,view_count,caption,commentsCount,hashtags/0,hashtags/1,id,likesCount,productType,viewCount,numberOfSubscribers,descriptionLinks/url,isAgeRestricted,date,likes,channelId,channelUrl,channelName,channelDescription,isChannelVerified,channelTotalViews,channelJoinedDate,channelTotalVideos
,,,,,,,,,,,,,HJ9121-815,$125,Nike Dunk Low Retro SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-se-mens-shoes-6lqQZQ/HJ9121-815,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9112-110,$125,Nike Dunk Low Premium,https://www.nike.comhttps://www.nike.com/t/dunk-low-premium-shoes-lbcLKZ/HJ9112-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1657-101,$100,Nike Killshot 2 Leather,https://www.nike.comhttps://www.nike.com/t/killshot-2-leather-mens-shoes-72M7D1/HQ1657-101,13 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DM4044-100,$62.97,Nike Cortez,https://www.nike.comhttps://www.nike.com/t/cortez-mens-shoes-SxhPXX/DM4044-100,6 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1391-103,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-5FQWGR/DD1391-103,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CW2288-111,$115,Nike Air Force 1 '07,https://www.nike.comhttps://www.nike.com/t/air-force-1-07-mens-shoes-jBrhbr/CW2288-111,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7262-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-mens-road-running-shoes-TVkGMG/FQ7262-001,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FD2722-103,$140,Nike Pegasus 41,https://www.nike.comhttps://www.nike.com/t/pegasus-41-mens-road-running-shoes-7S90QB/FD2722-103,18 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DZ5485-071,$180,"Air Jordan 1 Retro High OG ""Black and Gold""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-retro-high-og-black-and-gold-mens-shoes-Xqtsfw/DZ5485-071,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1173-001,$150,Nike Air Pegasus 2005,https://www.nike.comhttps://www.nike.com/t/air-pegasus-2005-mens-shoes-856hjz/HQ1173-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9123-815,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-shoes-MgsTqZ/HJ9123-815,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2250-100,$170,Nike Air Max Dn,https://www.nike.comhttps://www.nike.com/t/air-max-dn-mens-shoes-zPC01x/FV2250-100,14 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ2519-001,$220,Nike Air VaporMax 2023 Flyknit Electric,https://www.nike.comhttps://www.nike.com/t/air-vapormax-2023-flyknit-electric-mens-shoes-vSm5p2/FZ2519-001,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-001,$130,"Sabrina 2 ""Mirrored""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-mirrored-basketball-shoes-vvfGFS/FQ2174-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ9487-400,$150,KD17,https://www.nike.comhttps://www.nike.com/t/kd17-basketball-shoes-t6HTr6/FJ9487-400,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ0213-001,$200,"Air Jordan XXXIX ""Lumière""",https://www.nike.comhttps://www.nike.com/t/air-jordan-xxxix-lumière-basketball-shoes-lCjzsl/FQ0213-001,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ6457-106,$125,"Tatum 2 ""Red Cement""",https://www.nike.comhttps://www.nike.com/t/tatum-2-red-cement-basketball-shoes-8XGVH8/FJ6457-106,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CT8529-164,$200,"Air Jordan 6 Retro ""White and Midnight Navy""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-white-and-midnight-navy-mens-shoes-5xT4DN/CT8529-164,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CZ0790-110,$140,"Air Jordan 1 Low OG ""Wolf Grey""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-low-og-wolf-grey-shoes-WcxvLP/CZ0790-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DV0833-106,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-njHwD3/DV0833-106,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1519-030,$125,Nike Dunk Low SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-se-mens-shoes-bG86Qc/HQ1519-030,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9121-815,$125,Nike Dunk Low Retro SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-se-mens-shoes-6lqQZQ/HJ9121-815,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9112-110,$125,Nike Dunk Low Premium,https://www.nike.comhttps://www.nike.com/t/dunk-low-premium-shoes-lbcLKZ/HJ9112-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1657-101,$100,Nike Killshot 2 Leather,https://www.nike.comhttps://www.nike.com/t/killshot-2-leather-mens-shoes-72M7D1/HQ1657-101,13 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DM4044-100,$62.97,Nike Cortez,https://www.nike.comhttps://www.nike.com/t/cortez-mens-shoes-SxhPXX/DM4044-100,6 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1391-103,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-5FQWGR/DD1391-103,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CW2288-111,$115,Nike Air Force 1 '07,https://www.nike.comhttps://www.nike.com/t/air-force-1-07-mens-shoes-jBrhbr/CW2288-111,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7262-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-mens-road-running-shoes-TVkGMG/FQ7262-001,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FD2722-103,$140,Nike Pegasus 41,https://www.nike.comhttps://www.nike.com/t/pegasus-41-mens-road-running-shoes-7S90QB/FD2722-103,18 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DZ5485-071,$180,"Air Jordan 1 Retro High OG ""Black and Gold""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-retro-high-og-black-and-gold-mens-shoes-Xqtsfw/DZ5485-071,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1173-001,$150,Nike Air Pegasus 2005,https://www.nike.comhttps://www.nike.com/t/air-pegasus-2005-mens-shoes-856hjz/HQ1173-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9123-815,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-shoes-MgsTqZ/HJ9123-815,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2250-100,$170,Nike Air Max Dn,https://www.nike.comhttps://www.nike.com/t/air-max-dn-mens-shoes-zPC01x/FV2250-100,14 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ2519-001,$220,Nike Air VaporMax 2023 Flyknit Electric,https://www.nike.comhttps://www.nike.com/t/air-vapormax-2023-flyknit-electric-mens-shoes-vSm5p2/FZ2519-001,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-001,$130,"Sabrina 2 ""Mirrored""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-mirrored-basketball-shoes-vvfGFS/FQ2174-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ9487-400,$150,KD17,https://www.nike.comhttps://www.nike.com/t/kd17-basketball-shoes-t6HTr6/FJ9487-400,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ0213-001,$200,"Air Jordan XXXIX ""Lumière""",https://www.nike.comhttps://www.nike.com/t/air-jordan-xxxix-lumière-basketball-shoes-lCjzsl/FQ0213-001,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ6457-106,$125,"Tatum 2 ""Red Cement""",https://www.nike.comhttps://www.nike.com/t/tatum-2-red-cement-basketball-shoes-8XGVH8/FJ6457-106,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CT8529-164,$200,"Air Jordan 6 Retro ""White and Midnight Navy""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-white-and-midnight-navy-mens-shoes-5xT4DN/CT8529-164,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CZ0790-110,$140,"Air Jordan 1 Low OG ""Wolf Grey""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-low-og-wolf-grey-shoes-WcxvLP/CZ0790-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DV0833-106,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-njHwD3/DV0833-106,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1519-030,$125,Nike Dunk Low SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-se-mens-shoes-bG86Qc/HQ1519-030,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9121-815,$125,Nike Dunk Low Retro SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-se-mens-shoes-6lqQZQ/HJ9121-815,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9112-110,$125,Nike Dunk Low Premium,https://www.nike.comhttps://www.nike.com/t/dunk-low-premium-shoes-lbcLKZ/HJ9112-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1657-101,$100,Nike Killshot 2 Leather,https://www.nike.comhttps://www.nike.com/t/killshot-2-leather-mens-shoes-72M7D1/HQ1657-101,13 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DM4044-100,$62.97,Nike Cortez,https://www.nike.comhttps://www.nike.com/t/cortez-mens-shoes-SxhPXX/DM4044-100,6 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1391-103,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-5FQWGR/DD1391-103,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CW2288-111,$115,Nike Air Force 1 '07,https://www.nike.comhttps://www.nike.com/t/air-force-1-07-mens-shoes-jBrhbr/CW2288-111,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7262-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-mens-road-running-shoes-TVkGMG/FQ7262-001,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FD2722-103,$140,Nike Pegasus 41,https://www.nike.comhttps://www.nike.com/t/pegasus-41-mens-road-running-shoes-7S90QB/FD2722-103,18 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DZ5485-071,$180,"Air Jordan 1 Retro High OG ""Black and Gold""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-retro-high-og-black-and-gold-mens-shoes-Xqtsfw/DZ5485-071,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1173-001,$150,Nike Air Pegasus 2005,https://www.nike.comhttps://www.nike.com/t/air-pegasus-2005-mens-shoes-856hjz/HQ1173-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9123-815,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-shoes-MgsTqZ/HJ9123-815,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2250-100,$170,Nike Air Max Dn,https://www.nike.comhttps://www.nike.com/t/air-max-dn-mens-shoes-zPC01x/FV2250-100,14 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ2519-001,$220,Nike Air VaporMax 2023 Flyknit Electric,https://www.nike.comhttps://www.nike.com/t/air-vapormax-2023-flyknit-electric-mens-shoes-vSm5p2/FZ2519-001,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-001,$130,"Sabrina 2 ""Mirrored""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-mirrored-basketball-shoes-vvfGFS/FQ2174-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ9487-400,$150,KD17,https://www.nike.comhttps://www.nike.com/t/kd17-basketball-shoes-t6HTr6/FJ9487-400,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ0213-001,$200,"Air Jordan XXXIX ""Lumière""",https://www.nike.comhttps://www.nike.com/t/air-jordan-xxxix-lumière-basketball-shoes-lCjzsl/FQ0213-001,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ6457-106,$125,"Tatum 2 ""Red Cement""",https://www.nike.comhttps://www.nike.com/t/tatum-2-red-cement-basketball-shoes-8XGVH8/FJ6457-106,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CT8529-164,$200,"Air Jordan 6 Retro ""White and Midnight Navy""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-white-and-midnight-navy-mens-shoes-5xT4DN/CT8529-164,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CZ0790-110,$140,"Air Jordan 1 Low OG ""Wolf Grey""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-low-og-wolf-grey-shoes-WcxvLP/CZ0790-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DV0833-106,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-njHwD3/DV0833-106,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1519-030,$125,Nike Dunk Low SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-se-mens-shoes-bG86Qc/HQ1519-030,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9121-815,$125,Nike Dunk Low Retro SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-se-mens-shoes-6lqQZQ/HJ9121-815,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9112-110,$125,Nike Dunk Low Premium,https://www.nike.comhttps://www.nike.com/t/dunk-low-premium-shoes-lbcLKZ/HJ9112-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1657-101,$100,Nike Killshot 2 Leather,https://www.nike.comhttps://www.nike.com/t/killshot-2-leather-mens-shoes-72M7D1/HQ1657-101,13 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DM4044-100,$62.97,Nike Cortez,https://www.nike.comhttps://www.nike.com/t/cortez-mens-shoes-SxhPXX/DM4044-100,6 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1391-103,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-5FQWGR/DD1391-103,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CW2288-111,$115,Nike Air Force 1 '07,https://www.nike.comhttps://www.nike.com/t/air-force-1-07-mens-shoes-jBrhbr/CW2288-111,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7262-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-mens-road-running-shoes-TVkGMG/FQ7262-001,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FD2722-103,$140,Nike Pegasus 41,https://www.nike.comhttps://www.nike.com/t/pegasus-41-mens-road-running-shoes-7S90QB/FD2722-103,18 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DZ5485-071,$180,"Air Jordan 1 Retro High OG ""Black and Gold""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-retro-high-og-black-and-gold-mens-shoes-Xqtsfw/DZ5485-071,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1173-001,$150,Nike Air Pegasus 2005,https://www.nike.comhttps://www.nike.com/t/air-pegasus-2005-mens-shoes-856hjz/HQ1173-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9123-815,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-shoes-MgsTqZ/HJ9123-815,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2250-100,$170,Nike Air Max Dn,https://www.nike.comhttps://www.nike.com/t/air-max-dn-mens-shoes-zPC01x/FV2250-100,14 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ2519-001,$220,Nike Air VaporMax 2023 Flyknit Electric,https://www.nike.comhttps://www.nike.com/t/air-vapormax-2023-flyknit-electric-mens-shoes-vSm5p2/FZ2519-001,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-001,$130,"Sabrina 2 ""Mirrored""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-mirrored-basketball-shoes-vvfGFS/FQ2174-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ9487-400,$150,KD17,https://www.nike.comhttps://www.nike.com/t/kd17-basketball-shoes-t6HTr6/FJ9487-400,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ0213-001,$200,"Air Jordan XXXIX ""Lumière""",https://www.nike.comhttps://www.nike.com/t/air-jordan-xxxix-lumière-basketball-shoes-lCjzsl/FQ0213-001,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ6457-106,$125,"Tatum 2 ""Red Cement""",https://www.nike.comhttps://www.nike.com/t/tatum-2-red-cement-basketball-shoes-8XGVH8/FJ6457-106,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CT8529-164,$200,"Air Jordan 6 Retro ""White and Midnight Navy""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-white-and-midnight-navy-mens-shoes-5xT4DN/CT8529-164,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CZ0790-110,$140,"Air Jordan 1 Low OG ""Wolf Grey""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-low-og-wolf-grey-shoes-WcxvLP/CZ0790-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DV0833-106,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-njHwD3/DV0833-106,7 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1519-030,$125,Nike Dunk Low SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-se-mens-shoes-bG86Qc/HQ1519-030,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9121-815,$125,Nike Dunk Low Retro SE,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-se-mens-shoes-6lqQZQ/HJ9121-815,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9112-110,$125,Nike Dunk Low Premium,https://www.nike.comhttps://www.nike.com/t/dunk-low-premium-shoes-lbcLKZ/HJ9112-110,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1657-101,$100,Nike Killshot 2 Leather,https://www.nike.comhttps://www.nike.com/t/killshot-2-leather-mens-shoes-72M7D1/HQ1657-101,13 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DM4044-100,$62.97,Nike Cortez,https://www.nike.comhttps://www.nike.com/t/cortez-mens-shoes-SxhPXX/DM4044-100,6 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1391-103,$115,Nike Dunk Low Retro,https://www.nike.comhttps://www.nike.com/t/dunk-low-retro-mens-shoes-5FQWGR/DD1391-103,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CW2288-111,$115,Nike Air Force 1 '07,https://www.nike.comhttps://www.nike.com/t/air-force-1-07-mens-shoes-jBrhbr/CW2288-111,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7262-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-mens-road-running-shoes-TVkGMG/FQ7262-001,5 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FD2722-103,$140,Nike Pegasus 41,https://www.nike.comhttps://www.nike.com/t/pegasus-41-mens-road-running-shoes-7S90QB/FD2722-103,18 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DZ5485-071,$180,"Air Jordan 1 Retro High OG ""Black and Gold""",https://www.nike.comhttps://www.nike.com/t/air-jordan-1-retro-high-og-black-and-gold-mens-shoes-Xqtsfw/DZ5485-071,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HQ1173-001,$150,Nike Air Pegasus 2005,https://www.nike.comhttps://www.nike.com/t/air-pegasus-2005-mens-shoes-856hjz/HQ1173-001,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ9123-815,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-shoes-MgsTqZ/HJ9123-815,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2250-100,$170,Nike Air Max Dn,https://www.nike.comhttps://www.nike.com/t/air-max-dn-mens-shoes-zPC01x/FV2250-100,14 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
